caseid,statefip,famincome,age,sex,empstat,fullpart,act_work,act_social,act_sports,act_leisure
2.01402E+13,Michigan,"$75,000 to $99,999",63,Male,Employed - at work,Full time,476,202,20,222
2.01402E+13,Ohio,"$30,000 to $34,999",66,Female,Employed - at work,Part time,0,390,0,390
2.01402E+13,Oregon,"$10,000 to $12,499",27,Female,Employed - at work,Part time,0,165,0,165
2.01402E+13,California,"$60,000 to $74,999",56,Female,Employed - at work,Full time,0,180,0,180
2.01402E+13,California,"$100,000 to $149,999",51,Female,Employed - at work,Part time,285,200,60,260
2.01402E+13,Nebraska,"$100,000 to $149,999",79,Male,Employed - at work,Part time,120,145,0,145
2.01402E+13,Wisconsin,"$150,000 and over",54,Female,Employed - at work,Full time,60,420,0,420
2.01402E+13,Kentucky,"$35,000 to $39,999",62,Female,Employed - at work,Full time,0,330,0,330
2.01402E+13,Ohio,"$100,000 to $149,999",62,Female,Employed - at work,Full time,120,480,60,540
2.01402E+13,New York,"$40,000 to $49,999",58,Female,Employed - at work,Full time,0,65,0,65
2.01402E+13,Pennsylvania,"$60,000 to $74,999",66,Male,Employed - at work,Full time,0,440,105,545
2.01402E+13,New York,"$100,000 to $149,999",50,Female,Employed - at work,Full time,560,95,30,125
2.01402E+13,New York,"$60,000 to $74,999",32,Female,Employed - at work,Full time,0,808,0,808
2.01402E+13,Washington,"$150,000 and over",61,Male,Employed - at work,Full time,415,200,60,260
2.01402E+13,Pennsylvania,"$40,000 to $49,999",60,Female,Employed - at work,Full time,465,374,0,374
2.01402E+13,Florida,"$100,000 to $149,999",62,Male,Employed - at work,Full time,610,90,0,90
2.01402E+13,New York,"$60,000 to $74,999",32,Male,Employed - at work,Full time,0,220,120,340
2.01402E+13,South Dakota,"$50,000 to $59,999",74,Female,Employed - at work,Full time,0,275,0,275
2.01402E+13,Texas,"$30,000 to $34,999",57,Male,Employed - at work,Full time,490,195,0,195
2.01402E+13,Indiana,"$30,000 to $34,999",62,Male,Employed - at work,Part time,90,450,0,450
2.01402E+13,Kentucky,"$75,000 to $99,999",63,Male,Employed - at work,Part time,0,250,0,250
2.01402E+13,Illinois,"$30,000 to $34,999",69,Female,Employed - at work,Part time,238,310,0,310
2.01402E+13,California,"$75,000 to $99,999",22,Male,Employed - at work,Part time,0,225,0,225
2.01402E+13,Arkansas,"$20,000 to $24,999",73,Female,Employed - at work,Part time,30,489,0,489
2.01402E+13,Wisconsin,"$100,000 to $149,999",56,Male,Employed - absent,Full time,0,260,0,260
2.01402E+13,California,"$100,000 to $149,999",62,Female,Employed - at work,Full time,45,539,0,539
2.01402E+13,Pennsylvania,"$60,000 to $74,999",66,Male,Employed - at work,Part time,0,505,0,505
2.01402E+13,Ohio,"$10,000 to $12,499",39,Male,Employed - at work,Part time,368,225,25,250
2.01402E+13,Texas,"$75,000 to $99,999",57,Male,Employed - at work,Full time,0,646,0,646
2.01402E+13,Iowa,"$30,000 to $34,999",80,Female,Employed - at work,Part time,0,635,0,635
2.01402E+13,Tennessee,"$30,000 to $34,999",20,Male,Employed - at work,Part time,0,480,0,480
2.01402E+13,Iowa,"$20,000 to $24,999",58,Male,Employed - at work,Full time,390,386,0,386
2.01402E+13,Oregon,"$35,000 to $39,999",53,Female,Employed - at work,Full time,585,15,0,15
2.01402E+13,North Carolina,"$10,000 to $12,499",65,Female,Employed - absent,Part time,0,360,0,360
2.01402E+13,Virginia,"$75,000 to $99,999",25,Female,Employed - at work,Full time,505,103,20,123
2.01402E+13,Louisiana,"$35,000 to $39,999",53,Female,Employed - at work,Full time,0,561,0,561
2.01402E+13,Illinois,"$40,000 to $49,999",57,Male,Employed - at work,Full time,0,150,0,150
2.01402E+13,North Dakota,"$50,000 to $59,999",59,Female,Employed - at work,Full time,800,0,0,0
2.01402E+13,Florida,"$50,000 to $59,999",55,Female,Employed - at work,Full time,470,30,0,30
2.01402E+13,California,"$20,000 to $24,999",62,Female,Employed - at work,Full time,325,250,0,250
2.01402E+13,Oregon,"$40,000 to $49,999",57,Male,Employed - at work,Full time,460,140,0,140
2.01402E+13,North Carolina,"$25,000 to $29,999",50,Male,Employed - at work,Full time,750,0,0,0
2.01402E+13,Indiana,"$20,000 to $24,999",54,Male,Employed - at work,Full time,710,60,0,60
2.01402E+13,Georgia,"$75,000 to $99,999",51,Male,Employed - at work,Full time,90,540,0,540
2.01402E+13,Arkansas,"$20,000 to $24,999",55,Female,Employed - at work,Full time,0,658,0,658
2.01402E+13,New Jersey,"$75,000 to $99,999",75,Male,Employed - at work,Part time,0,525,0,525
2.01402E+13,North Carolina,"$15,000 to $19,999",67,Female,Employed - at work,Part time,279,264,0,264
2.01402E+13,Alabama,"Less than $5,000",24,Female,Employed - at work,Part time,0,615,0,615
2.01402E+13,Virginia,"$75,000 to $99,999",19,Male,Employed - at work,Part time,240,175,0,175
2.01402E+13,Georgia,"$15,000 to $19,999",53,Female,Employed - at work,Part time,485,275,0,275
2.01402E+13,New York,"$100,000 to $149,999",59,Female,Employed - at work,Full time,595,120,0,120
2.01402E+13,Ohio,"$75,000 to $99,999",28,Male,Employed - at work,Full time,805,250,0,250
2.01402E+13,California,"$100,000 to $149,999",51,Male,Employed - at work,Full time,692,135,0,135
2.01402E+13,Montana,"$20,000 to $24,999",58,Female,Employed - at work,Part time,0,305,100,405
2.01402E+13,Arkansas,"$60,000 to $74,999",59,Male,Employed - at work,Full time,30,450,0,450
2.01402E+13,Illinois,"$100,000 to $149,999",59,Male,Employed - at work,Full time,0,195,0,195
2.01402E+13,Texas,"$35,000 to $39,999",56,Female,Employed - at work,Full time,465,165,0,165
2.01402E+13,North Carolina,"$20,000 to $24,999",85,Female,Employed - at work,Part time,0,270,105,375
2.01402E+13,Georgia,"$40,000 to $49,999",51,Female,Employed - at work,Full time,600,135,0,135
2.01402E+13,Michigan,"$25,000 to $29,999",73,Male,Employed - at work,Part time,480,465,0,465
2.01402E+13,Texas,"$150,000 and over",61,Female,Employed - at work,Full time,525,80,0,80
2.01403E+13,Florida,"$20,000 to $24,999",45,Male,Employed - at work,Full time,0,335,0,335
2.01403E+13,Texas,"$60,000 to $74,999",41,Male,Employed - at work,Full time,480,0,60,60
2.01403E+13,Kentucky,"$40,000 to $49,999",60,Female,Employed - at work,Full time,400,435,0,435
2.01403E+13,Iowa,"$20,000 to $24,999",59,Female,Employed - at work,Part time,0,0,0,0
2.01403E+13,Indiana,"$150,000 and over",54,Female,Employed - at work,Full time,0,495,0,495
2.01403E+13,California,"$60,000 to $74,999",74,Male,Employed - at work,Full time,0,426,15,441
2.01403E+13,Florida,"$60,000 to $74,999",65,Female,Employed - at work,Full time,0,257,0,257
2.01403E+13,New Mexico,"$100,000 to $149,999",58,Female,Employed - at work,Full time,1080,0,0,0
2.01403E+13,Illinois,"$60,000 to $74,999",62,Female,Employed - absent,Part time,0,900,0,900
2.01403E+13,California,"$60,000 to $74,999",61,Female,Employed - at work,Full time,295,115,0,115
2.01403E+13,Virginia,"$20,000 to $24,999",59,Female,Employed - at work,Full time,0,210,0,210
2.01403E+13,Pennsylvania,"$150,000 and over",52,Male,Employed - at work,Full time,505,255,25,280
2.01403E+13,New York,"$12,500 to $14,999",56,Female,Employed - at work,Full time,0,0,0,0
2.01403E+13,New York,"$150,000 and over",56,Female,Employed - at work,Full time,444,135,0,135
2.01403E+13,Minnesota,"$100,000 to $149,999",62,Male,Employed - at work,Full time,565,130,0,130
2.01403E+13,New York,"$150,000 and over",70,Female,Employed - absent,Part time,120,330,0,330
2.01403E+13,Maryland,"$25,000 to $29,999",65,Male,Employed - at work,Full time,90,515,0,515
2.01403E+13,Michigan,"$35,000 to $39,999",53,Female,Employed - at work,Full time,0,240,0,240
2.01403E+13,Kentucky,"$100,000 to $149,999",57,Male,Employed - at work,Part time,0,130,0,130
2.01403E+13,Kansas,"$50,000 to $59,999",58,Female,Employed - at work,Part time,0,60,0,60
2.01403E+13,Virginia,"$75,000 to $99,999",62,Female,Employed - at work,Full time,690,130,0,130
2.01403E+13,Virginia,"$50,000 to $59,999",27,Female,Employed - at work,Full time,555,0,0,0
2.01403E+13,Minnesota,"$60,000 to $74,999",56,Male,Employed - at work,Full time,420,310,0,310
2.01403E+13,Virginia,"$20,000 to $24,999",57,Male,Employed - at work,Full time,525,330,60,390
2.01403E+13,Texas,"$75,000 to $99,999",65,Female,Employed - at work,Full time,595,150,0,150
2.01403E+13,Texas,"$100,000 to $149,999",67,Female,Employed - at work,Full time,0,600,0,600
2.01403E+13,Florida,"$60,000 to $74,999",59,Male,Employed - at work,Full time,0,428,0,428
2.01403E+13,Florida,"$150,000 and over",26,Female,Employed - at work,Full time,0,60,0,60
2.01403E+13,California,"Less than $5,000",62,Female,Employed - at work,Full time,221,189,0,189
2.01403E+13,Texas,"$20,000 to $24,999",27,Female,Employed - at work,Full time,551,120,0,120
2.01403E+13,Louisiana,"$35,000 to $39,999",37,Male,Employed - at work,Full time,0,155,60,215
2.01403E+13,Pennsylvania,"$100,000 to $149,999",71,Male,Employed - absent,Full time,260,140,0,140
2.01403E+13,Wisconsin,"$75,000 to $99,999",56,Female,Employed - at work,Full time,485,60,0,60
2.01403E+13,California,"$75,000 to $99,999",58,Male,Employed - at work,Full time,535,120,0,120
2.01403E+13,California,"$150,000 and over",73,Male,Employed - at work,Part time,0,578,0,578
2.01403E+13,California,"$100,000 to $149,999",61,Female,Employed - at work,Part time,0,195,0,195
2.01403E+13,Nevada,"$60,000 to $74,999",50,Male,Employed - at work,Full time,0,320,0,320
2.01403E+13,Wisconsin,"$40,000 to $49,999",59,Female,Employed - at work,Part time,363,140,0,140
2.01403E+13,North Carolina,"$50,000 to $59,999",60,Male,Employed - at work,Full time,450,190,0,190
2.01403E+13,Tennessee,"$100,000 to $149,999",57,Male,Employed - at work,Full time,35,270,0,270
2.01403E+13,Texas,"$100,000 to $149,999",50,Female,Employed - at work,Full time,795,0,0,0
2.01403E+13,Florida,"$35,000 to $39,999",58,Male,Employed - at work,Full time,0,906,0,906
2.01403E+13,Michigan,"$50,000 to $59,999",72,Male,Employed - at work,Part time,0,600,0,600
2.01403E+13,Washington,"$150,000 and over",54,Male,Employed - at work,Full time,120,180,60,240
2.01403E+13,Louisiana,"$20,000 to $24,999",55,Male,Employed - at work,Full time,660,430,0,430
2.01403E+13,Kansas,"$150,000 and over",64,Male,Employed - at work,Full time,483,210,0,210
2.01403E+13,Texas,"$50,000 to $59,999",62,Female,Employed - at work,Full time,0,360,0,360
2.01403E+13,Louisiana,"$75,000 to $99,999",65,Female,Employed - at work,Full time,620,87,0,87
2.01403E+13,Minnesota,"$100,000 to $149,999",56,Female,Employed - at work,Full time,0,263,92,355
2.01403E+13,Utah,"$150,000 and over",53,Male,Employed - at work,Full time,0,80,445,525
2.01403E+13,Florida,"$75,000 to $99,999",53,Male,Employed - at work,Part time,60,555,0,555
2.01403E+13,Texas,"$60,000 to $74,999",54,Female,Employed - at work,Full time,490,60,0,60
2.01403E+13,Arizona,"$150,000 and over",55,Female,Employed - at work,Full time,120,120,0,120
2.01403E+13,Michigan,"$75,000 to $99,999",60,Female,Employed - at work,Full time,540,180,20,200
2.01403E+13,Connecticut,"$60,000 to $74,999",58,Male,Employed - at work,Full time,0,210,0,210
2.01403E+13,Pennsylvania,"$75,000 to $99,999",70,Male,Employed - absent,Part time,0,880,0,880
2.01403E+13,California,"$150,000 and over",68,Male,Employed - at work,Part time,475,280,0,280
2.01403E+13,California,"$100,000 to $149,999",56,Male,Employed - at work,Full time,515,105,90,195
2.01403E+13,Minnesota,"$100,000 to $149,999",50,Male,Employed - at work,Full time,0,480,0,480
2.01403E+13,Pennsylvania,"$150,000 and over",56,Female,Employed - at work,Full time,580,265,0,265
2.01403E+13,Iowa,"$35,000 to $39,999",73,Female,Employed - at work,Full time,480,30,0,30
2.01403E+13,California,"$50,000 to $59,999",52,Female,Employed - at work,Full time,0,230,0,230
2.01403E+13,New York,"$60,000 to $74,999",61,Male,Employed - at work,Full time,30,143,0,143
2.01403E+13,Oregon,"$50,000 to $59,999",63,Female,Employed - at work,Full time,525,30,0,30
2.01403E+13,Texas,"$20,000 to $24,999",57,Female,Employed - at work,Full time,0,416,0,416
2.01403E+13,Maryland,"$150,000 and over",45,Male,Employed - at work,Part time,120,130,0,130
2.01403E+13,Florida,"$60,000 to $74,999",56,Female,Employed - at work,Full time,501,0,0,0
2.01403E+13,Massachusetts,"$150,000 and over",52,Male,Employed - at work,Full time,220,250,0,250
2.01403E+13,Colorado,"$50,000 to $59,999",55,Male,Employed - at work,Full time,535,120,0,120
2.01403E+13,Maryland,"$75,000 to $99,999",50,Female,Employed - at work,Full time,479,21,0,21
2.01403E+13,Ohio,"$20,000 to $24,999",67,Female,Employed - at work,Part time,0,240,0,240
2.01403E+13,Arkansas,"$50,000 to $59,999",58,Male,Employed - at work,Full time,180,270,0,270
2.01403E+13,Rhode Island,"$50,000 to $59,999",65,Female,Employed - at work,Full time,575,180,0,180
2.01403E+13,Colorado,"$20,000 to $24,999",65,Male,Employed - at work,Full time,0,945,0,945
2.01403E+13,West Virginia,"$30,000 to $34,999",66,Female,Employed - at work,Part time,0,403,0,403
2.01403E+13,Hawaii,"$40,000 to $49,999",54,Male,Employed - at work,Full time,500,188,140,328
2.01403E+13,New York,"$7,500 to $9,999",55,Female,Employed - at work,Full time,175,255,60,315
2.01403E+13,California,"$100,000 to $149,999",33,Female,Employed - at work,Part time,0,210,0,210
2.01403E+13,Texas,"$150,000 and over",62,Male,Employed - at work,Full time,0,375,0,375
2.01403E+13,Utah,"$100,000 to $149,999",54,Male,Employed - at work,Full time,0,480,0,480
2.01403E+13,Texas,"$75,000 to $99,999",53,Male,Employed - at work,Full time,0,375,0,375
2.01403E+13,Nevada,"$15,000 to $19,999",77,Female,Employed - at work,Full time,488,60,0,60
2.01403E+13,Texas,"$150,000 and over",65,Male,Employed - at work,Full time,795,120,30,150
2.01403E+13,Alabama,"$50,000 to $59,999",68,Male,Employed - at work,Full time,0,463,0,463
2.01403E+13,Iowa,"$40,000 to $49,999",72,Female,Employed - at work,Part time,60,150,0,150
2.01403E+13,Virginia,"$100,000 to $149,999",51,Female,Employed - at work,Full time,0,300,0,300
2.01403E+13,Maryland,"$150,000 and over",61,Male,Employed - at work,Full time,494,210,0,210
2.01403E+13,Georgia,"$40,000 to $49,999",71,Female,Employed - at work,Full time,510,110,0,110
2.01403E+13,Wisconsin,"$150,000 and over",59,Female,Employed - at work,Full time,20,282,0,282
2.01403E+13,Virginia,"$50,000 to $59,999",70,Male,Employed - at work,Full time,465,315,0,315
2.01403E+13,Texas,"$150,000 and over",59,Female,Employed - at work,Part time,445,45,0,45
2.01403E+13,Oklahoma,"$75,000 to $99,999",58,Male,Employed - at work,Full time,640,140,0,140
2.01403E+13,Florida,"$40,000 to $49,999",63,Male,Employed - at work,Full time,0,350,0,350
2.01403E+13,Rhode Island,"$30,000 to $34,999",53,Male,Employed - at work,Full time,0,558,0,558
2.01403E+13,New York,"$150,000 and over",53,Female,Employed - at work,Full time,480,285,60,345
2.01403E+13,Arkansas,"$60,000 to $74,999",59,Male,Employed - at work,Full time,120,385,0,385
2.01403E+13,Missouri,"$50,000 to $59,999",53,Male,Employed - at work,Full time,540,225,0,225
2.01403E+13,California,"$40,000 to $49,999",70,Male,Employed - at work,Full time,495,270,0,270
2.01403E+13,Ohio,"$100,000 to $149,999",53,Female,Employed - at work,Full time,0,390,0,390
2.01403E+13,New York,"$60,000 to $74,999",56,Male,Employed - at work,Full time,0,794,0,794
2.01403E+13,Kentucky,"$40,000 to $49,999",54,Male,Employed - at work,Full time,0,150,0,150
2.01403E+13,California,"$60,000 to $74,999",56,Male,Employed - at work,Full time,495,255,0,255
2.01403E+13,Ohio,"$100,000 to $149,999",71,Male,Employed - at work,Part time,0,175,30,205
2.01403E+13,Kansas,"$40,000 to $49,999",59,Male,Employed - at work,Part time,30,490,0,490
2.01403E+13,Virginia,"$150,000 and over",68,Male,Employed - at work,Full time,0,450,0,450
2.01403E+13,Illinois,"$12,500 to $14,999",22,Male,Employed - at work,Full time,487,20,0,20
2.01403E+13,Connecticut,"$75,000 to $99,999",60,Male,Employed - at work,Part time,460,475,0,475
2.01403E+13,Wisconsin,"$30,000 to $34,999",51,Female,Employed - at work,Full time,493,165,35,200
2.01403E+13,Minnesota,"$75,000 to $99,999",52,Female,Employed - at work,Full time,0,180,0,180
2.01403E+13,Virginia,"$75,000 to $99,999",53,Male,Employed - at work,Full time,550,0,82,82
2.01403E+13,Minnesota,"$40,000 to $49,999",50,Male,Employed - at work,Full time,0,660,0,660
2.01403E+13,New York,"$100,000 to $149,999",60,Male,Employed - at work,Full time,435,145,0,145
2.01403E+13,California,"$75,000 to $99,999",51,Female,Employed - at work,Full time,541,263,0,263
2.01403E+13,Nebraska,"$35,000 to $39,999",54,Male,Employed - at work,Full time,530,270,0,270
2.01403E+13,South Carolina,"$60,000 to $74,999",52,Male,Employed - at work,Full time,0,420,30,450
2.01403E+13,Tennessee,"$25,000 to $29,999",62,Male,Employed - at work,Full time,210,360,0,360
2.01403E+13,New York,"$60,000 to $74,999",63,Female,Employed - at work,Full time,480,120,0,120
2.01403E+13,Arizona,"$60,000 to $74,999",61,Male,Employed - at work,Full time,495,240,15,255
2.01403E+13,South Carolina,"$100,000 to $149,999",60,Female,Employed - at work,Part time,30,357,15,372
2.01403E+13,Oklahoma,"$40,000 to $49,999",78,Male,Employed - at work,Full time,600,418,0,418
2.01403E+13,Kansas,"$15,000 to $19,999",74,Male,Employed - at work,Part time,340,340,0,340
2.01403E+13,New Jersey,"$60,000 to $74,999",59,Female,Employed - at work,Full time,505,310,0,310
2.01403E+13,Wisconsin,"$150,000 and over",54,Female,Employed - at work,Full time,485,240,0,240
2.01403E+13,Michigan,"$150,000 and over",59,Male,Employed - at work,Full time,0,530,0,530
2.01403E+13,Tennessee,"$20,000 to $24,999",70,Female,Employed - at work,Full time,450,108,0,108
2.01403E+13,California,"$100,000 to $149,999",57,Male,Employed - at work,Full time,0,300,20,320
2.01403E+13,Texas,"$12,500 to $14,999",60,Female,Employed - at work,Full time,0,620,0,620
2.01403E+13,Pennsylvania,"$60,000 to $74,999",51,Female,Employed - at work,Full time,0,265,0,265
2.01403E+13,South Carolina,"$30,000 to $34,999",61,Female,Employed - at work,Full time,0,219,0,219
