caseid,year,statefip,famincome,hh_child,age,sex,race,schlcoll,empstat,fullpart,act_carehh,act_carenhh,act_educ,act_food,act_govserv,act_hhact,act_hhserv,act_pcare,act_phone,act_profserv,act_purch,act_relig,act_social,act_sports,act_travel,act_vol,act_work
20140111130588,2014,"Arizona","$20,000 to $24,999","No",65,"Female","White only","NIU (Not in universe)","Employed - absent","Full time",0,0,0,15,0,12,0,1137,1,0,0,0,275,0,0,0,0
20140111130596,2014,"New Jersey","$75,000 to $99,999","Yes",47,"Female","White only","Not enrolled","Employed - at work","Full time",150,5,0,75,0,445,0,510,0,0,90,0,90,0,75,0,0
20140111130605,2014,"Michigan","$75,000 to $99,999","Yes",49,"Female","White only","Not enrolled","Employed - absent","Part time",0,0,0,50,0,185,35,575,35,0,180,0,155,0,225,0,0
20140111130618,2014,"Ohio","$20,000 to $24,999","Yes",28,"Male","White only","College/university full time","Employed - at work","Part time",120,0,0,120,0,0,0,480,0,0,0,0,120,0,60,0,540
20140111130624,2014,"Indiana","$20,000 to $24,999","No",50,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,65,0,145,0,535,0,0,0,60,135,0,20,0,480
20140111130650,2014,"Texas","$50,000 to $59,999","Yes",48,"Male","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,75,0,540,0,600,0,0,0,0,215,0,10,0,0
20140111130659,2014,"Minnesota","$7,500 to $9,999","No",57,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,0,0,40,0,420,0,0,0,0,980,0,0,0,0
20140111130669,2014,"South Carolina","$25,000 to $29,999","No",66,"Male","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,75,0,0,0,600,0,0,0,0,735,15,0,0,0
20140111130699,2014,"Texas","$10,000 to $12,499","Yes",16,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,50,0,0,0,660,0,0,0,0,427,0,6,0,0
20140111130720,2014,"Louisiana","$75,000 to $99,999","No",58,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,105,0,10,0,715,0,15,30,0,0,0,95,0,470
20140111130721,2014,"Texas","$25,000 to $29,999","Yes",34,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,65,0,345,0,630,0,0,0,0,100,300,0,0,0
20140111130730,2014,"Maine","$40,000 to $49,999","No",65,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,75,0,210,0,480,1,0,0,0,544,120,10,0,0
20140111130758,2014,"Kansas","$40,000 to $49,999","Yes",42,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,20,0,30,0,335,0,0,0,0,393,0,29,0,633
20140111130793,2014,"Massachusetts","$100,000 to $149,999","Yes",46,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,70,0,31,0,510,0,0,0,0,275,0,115,0,439
20140111130794,2014,"Pennsylvania","$40,000 to $49,999","Yes",34,"Female","White only","Not enrolled","Employed - at work","Part time",255,0,0,45,0,255,0,525,0,0,0,0,30,0,30,0,300
20140111130843,2014,"California","$75,000 to $99,999","Yes",44,"Male","White only","Not enrolled","Employed - at work","Full time",180,0,0,60,0,0,0,510,0,0,0,0,555,0,135,0,0
20140111130847,2014,"Texas","$40,000 to $49,999","No",61,"Male","White only","NIU (Not in universe)","Employed - absent","Full time",0,0,0,35,0,18,0,420,0,0,10,0,902,0,55,0,0
20140111130850,2014,"Massachusetts","$40,000 to $49,999","No",67,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,90,0,190,0,705,0,0,20,0,290,95,50,0,0
20140111130854,2014,"Arizona","$100,000 to $149,999","Yes",44,"Female","White only","Not enrolled","Employed - at work","Full time",60,0,0,0,0,0,0,525,0,0,0,0,135,0,60,0,660
20140111130858,2014,"Michigan","Less than $5,000","Yes",65,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",20,4,0,20,0,170,0,723,0,0,50,0,233,0,220,0,0
20140111130859,2014,"Ohio","$25,000 to $29,999","No",67,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,2,0,10,0,180,0,658,0,0,120,0,360,0,110,0,0
20140111130862,2014,"Minnesota","$20,000 to $24,999","No",26,"Male","Black only","College/university full time","Not in labor force","NIU (Not in universe)",0,0,585,15,0,60,0,260,0,0,2,0,460,0,28,0,0
20140111130868,2014,"Wisconsin","$7,500 to $9,999","Yes",58,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,150,0,0,0,600,0,0,0,0,570,0,0,0,0
20140111130902,2014,"Wisconsin","$12,500 to $14,999","No",50,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,90,0,17,0,48,0,590,0,0,0,0,30,0,75,0,590
20140111130921,2014,"Maryland","$25,000 to $29,999","Yes",28,"Female","Black only","College/university full time","Employed - at work","Full time",125,0,0,110,0,150,0,745,0,0,60,0,210,0,40,0,0
20140111130922,2014,"Nevada","$100,000 to $149,999","No",49,"Female","Black only","Not enrolled","Employed - at work","Full time",0,0,0,240,0,0,0,600,0,0,0,0,0,0,45,0,555
20140111130927,2014,"Oregon","$12,500 to $14,999","No",73,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,95,0,290,0,840,0,0,0,120,45,0,50,0,0
20140111130929,2014,"North Carolina","$150,000 and over","No",73,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,155,0,290,0,530,0,0,60,0,300,0,105,0,0
20140111130952,2014,"Florida","$30,000 to $34,999","Yes",54,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,90,0,0,0,735,0,130,0,0,450,0,35,0,0
20140111130981,2014,"New Jersey","$100,000 to $149,999","Yes",37,"Female","Asian only","Not enrolled","Employed - at work","Full time",1,0,0,40,0,350,0,685,0,0,62,0,242,0,60,0,0
20140111130984,2014,"Florida","$20,000 to $24,999","Yes",16,"Female","White only","High school full time","Employed - at work","Part time",0,15,0,15,0,40,0,655,0,0,26,0,155,0,69,0,465
20140111130986,2014,"Colorado","$75,000 to $99,999","Yes",30,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,200,0,180,0,694,0,0,0,0,60,0,66,0,240
20140111130991,2014,"Idaho","$150,000 and over","No",38,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,90,0,60,0,520,15,0,0,0,120,0,120,0,515
20140111130997,2014,"Florida","$75,000 to $99,999","No",72,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,90,0,85,0,620,10,120,35,72,312,0,96,0,0
20140111130998,2014,"California","$150,000 and over","Yes",17,"Male","White only","High school full time","Unemployed - looking","NIU (Not in universe)",0,0,90,60,0,60,0,735,0,0,0,0,495,0,0,0,0
20140111131007,2014,"Texas","$15,000 to $19,999","No",85,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,105,0,120,0,540,0,0,90,60,470,0,55,0,0
20140111131015,2014,"Pennsylvania","$150,000 and over","Yes",18,"Female","White only","College/university full time","Not in labor force","NIU (Not in universe)",0,0,0,45,0,0,0,655,0,30,155,0,318,0,42,0,180
20140111131019,2014,"California","$50,000 to $59,999","No",57,"Female","White only","NIU (Not in universe)","Employed - at work","Part time",0,0,0,175,0,415,0,505,0,0,30,0,30,0,55,0,230
20140111131031,2014,"Tennessee","$20,000 to $24,999","Yes",24,"Male","White only","Not enrolled","Employed - at work","Full time",20,0,0,40,0,20,0,485,0,0,19,110,114,0,132,0,500
20140111131042,2014,"Florida","$60,000 to $74,999","No",60,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,20,0,80,0,585,0,0,0,0,755,0,0,0,0
20140111131046,2014,"Texas","$60,000 to $74,999","No",66,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,15,0,5,0,900,0,0,0,0,0,0,10,0,510
20140111131054,2014,"New York","$40,000 to $49,999","No",28,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,5,0,130,0,485,60,0,0,0,205,0,70,0,485
20140111131069,2014,"Oregon","$150,000 and over","Yes",33,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",41,0,0,35,0,495,0,660,0,0,0,0,209,0,0,0,0
20140111131078,2014,"Michigan","$35,000 to $39,999","No",58,"Female","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,35,0,35,0,617,0,0,105,0,562,0,86,0,0
20140111131092,2014,"Washington","$100,000 to $149,999","No",30,"Male","White only","Not enrolled","Not in labor force","NIU (Not in universe)",0,0,0,105,0,470,0,510,0,0,90,0,205,30,30,0,0
20140111131098,2014,"Tennessee","$25,000 to $29,999","No",52,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,105,0,450,0,510,0,0,2,0,331,0,42,0,0
20140111131116,2014,"California","$40,000 to $49,999","Yes",27,"Male","White only","Not enrolled","Employed - at work","Full time",20,0,0,25,0,30,0,510,0,0,0,0,185,0,195,0,475
20140111131120,2014,"Missouri","$25,000 to $29,999","No",25,"Male","White only","College/university part time","Employed - at work","Full time",0,0,310,30,0,15,0,480,0,0,0,0,90,0,35,0,480
20140111131123,2014,"Connecticut","$150,000 and over","Yes",17,"Female","White only","High school full time","Employed - at work","Part time",1,0,0,45,0,0,0,956,0,0,40,0,180,90,128,0,0
20140111131131,2014,"Texas","$35,000 to $39,999","No",68,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,110,0,210,0,855,0,0,0,0,245,0,20,0,0
20140111131140,2014,"Texas","$50,000 to $59,999","No",78,"Female","Black only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,150,0,60,0,510,0,0,0,0,720,0,0,0,0
20140111131147,2014,"New York","$60,000 to $74,999","No",55,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,180,0,270,0,660,0,0,0,0,280,0,50,0,0
20140111131166,2014,"North Carolina","$60,000 to $74,999","Yes",22,"Male","White only","Not enrolled","Employed - at work","Full time",130,0,0,182,0,0,0,733,0,0,5,250,80,0,60,0,0
20140111131167,2014,"California","$30,000 to $34,999","No",77,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,30,0,95,0,570,0,0,0,0,310,0,435,0,0
20140111131177,2014,"California","$15,000 to $19,999","Yes",26,"Male","White only","Not enrolled","Employed - at work","Part time",90,0,0,30,0,145,0,750,0,0,5,75,205,66,74,0,0
20140111131184,2014,"Florida","$15,000 to $19,999","No",69,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,25,0,60,0,123,0,195,0,0,0,0,881,0,47,109,0
20140111131205,2014,"Missouri","$15,000 to $19,999","Yes",48,"Male","Black only","Not enrolled","Employed - at work","Part time",90,7,0,80,0,203,15,620,0,20,30,0,195,0,180,0,0
20140111131221,2014,"Texas","$10,000 to $12,499","No",35,"Female","Black only","Not enrolled","Employed - at work","Full time",0,0,0,40,0,0,0,735,0,0,0,90,60,0,75,0,440
20140111131231,2014,"Texas","$100,000 to $149,999","No",58,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,0,0,62,0,473,0,0,0,0,330,0,40,0,535
20140111131238,2014,"Arizona","$60,000 to $74,999","Yes",39,"Female","Black only","Not enrolled","Employed - at work","Part time",5,0,0,30,0,0,0,598,0,0,0,0,195,90,64,0,458
20140111131259,2014,"New York","$20,000 to $24,999","Yes",32,"Male","White only","Not enrolled","Employed - at work","Full time",90,0,0,30,0,0,0,540,0,0,0,0,215,0,95,0,470
20140111131264,2014,"Texas","$100,000 to $149,999","Yes",44,"Female","White only","Not enrolled","Employed - absent","Part time",166,0,0,65,0,265,0,570,0,2,20,0,72,0,100,0,0
20140111131281,2014,"Indiana","$25,000 to $29,999","Yes",36,"Female","White only","Not enrolled","Employed - at work","Full time",0,0,0,105,0,0,0,525,0,0,0,0,220,0,60,0,530
20140111131286,2014,"Kentucky","$100,000 to $149,999","Yes",19,"Male","Black only","Not enrolled","Unemployed - looking","NIU (Not in universe)",0,0,0,35,0,10,0,585,0,0,0,0,752,0,58,0,0
20140111131290,2014,"Ohio","$40,000 to $49,999","No",76,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,225,0,60,0,510,0,0,0,0,645,0,0,0,0
20140111131306,2014,"Georgia","$30,000 to $34,999","Yes",27,"Female","White only","College/university part time","Not in labor force","NIU (Not in universe)",15,0,0,50,0,460,0,845,0,0,0,0,0,60,10,0,0
20140111131318,2014,"Texas","$25,000 to $29,999","No",68,"Male","American Indian, Alaskan Native","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,120,0,225,0,885,0,0,60,0,120,0,30,0,0
20140111131328,2014,"Pennsylvania","$75,000 to $99,999","Yes",52,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,30,0,0,0,510,0,0,0,0,120,0,240,0,540
20140111131349,2014,"Texas","$100,000 to $149,999","Yes",17,"Female","White only","Not enrolled","Unemployed - looking","NIU (Not in universe)",0,0,0,20,0,45,0,739,0,0,80,0,520,0,36,0,0
20140111131365,2014,"Florida","$30,000 to $34,999","Yes",35,"Male","Black only","Not enrolled","Employed - at work","Full time",0,0,0,30,0,0,0,600,0,0,0,0,0,0,30,0,780
20140111131383,2014,"South Carolina","$30,000 to $34,999","No",69,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,60,0,196,0,695,0,0,199,0,240,0,50,0,0
20140111131416,2014,"Kentucky","$10,000 to $12,499","Yes",25,"Female","White only","Not enrolled","Unemployed - looking","NIU (Not in universe)",110,0,0,20,0,28,0,775,0,0,38,0,432,0,32,0,0
20140111131419,2014,"Alabama","$40,000 to $49,999","No",22,"Female","White only","College/university full time","Employed - at work","Part time",0,30,0,60,0,20,0,540,0,0,0,0,456,0,216,0,118
20140111131425,2014,"Connecticut","$40,000 to $49,999","Yes",15,"Male","White only","High school full time","Not in labor force","NIU (Not in universe)",0,0,430,60,0,10,0,620,0,0,0,0,260,0,60,0,0
20140111131429,2014,"Minnesota","$100,000 to $149,999","Yes",30,"Female","White only","Not enrolled","Employed - at work","Part time",257,0,210,110,0,149,0,534,0,0,0,0,75,15,30,0,60
20140111131430,2014,"Pennsylvania","$150,000 and over","Yes",36,"Female","White only","Not enrolled","Employed - at work","Part time",240,0,0,60,0,90,0,635,0,120,60,0,135,0,25,0,0
20140111131457,2014,"Illinois","$150,000 and over","No",39,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,120,0,165,0,450,0,0,0,0,370,0,50,0,285
20140111131459,2014,"North Carolina","$75,000 to $99,999","Yes",52,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",127,0,0,70,0,103,0,520,10,0,0,0,75,0,70,0,455
20140111131460,2014,"Michigan","$15,000 to $19,999","Yes",18,"Male","White-Black","High school full time","Not in labor force","NIU (Not in universe)",0,0,381,150,0,0,0,619,0,0,0,0,0,270,20,0,0
20140111131474,2014,"Tennessee","$30,000 to $34,999","Yes",36,"Female","White only","Not enrolled","Not in labor force","NIU (Not in universe)",121,130,0,30,0,50,0,590,0,0,275,0,120,0,123,0,0
20140111131515,2014,"Indiana","$60,000 to $74,999","No",59,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,45,0,480,0,600,0,0,0,0,315,0,0,0,0
20140111131525,2014,"Ohio","$75,000 to $99,999","Yes",37,"Female","White only","Not enrolled","Employed - at work","Full time",62,10,0,55,0,75,0,670,0,0,10,0,60,0,111,0,387
20140111131531,2014,"Washington","$75,000 to $99,999","Yes",33,"Female","Black only","Not enrolled","Employed - at work","Full time",5,0,0,10,0,165,0,740,0,0,0,30,355,0,0,0,0
20140111131552,2014,"New York","$150,000 and over","Yes",59,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,60,0,30,0,375,0,0,0,0,165,0,90,0,720
20140111131571,2014,"New York","$150,000 and over","No",56,"Male","Black only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,0,0,285,0,630,0,45,30,0,260,80,110,0,0
20140111131573,2014,"South Carolina","$50,000 to $59,999","No",21,"Male","Asian only","College/university full time","Not in labor force","NIU (Not in universe)",0,10,0,90,0,32,0,527,0,2,60,0,579,0,140,0,0
20140111131588,2014,"Florida","$25,000 to $29,999","Yes",32,"Male","White only","Not enrolled","Employed - absent","Full time",49,0,0,40,0,68,0,525,1,0,0,0,272,0,135,0,342
20140111131590,2014,"Virginia","$60,000 to $74,999","Yes",44,"Male","Black only","Not enrolled","Employed - at work","Full time",55,0,205,30,0,170,0,480,0,0,0,60,160,0,160,0,120
20140111131601,2014,"Oregon","$100,000 to $149,999","No",24,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,75,0,30,0,540,0,0,0,0,140,90,50,0,515
20140111131603,2014,"North Carolina","$100,000 to $149,999","Yes",37,"Male","White only","Not enrolled","Employed - at work","Full time",0,0,0,75,0,5,0,539,0,0,0,0,15,0,62,234,510
20140111131646,2014,"Montana","$50,000 to $59,999","No",71,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",9,0,0,120,0,0,0,570,0,0,0,0,455,0,16,0,0
20140111131652,2014,"Texas","$150,000 and over","Yes",21,"Female","White only","College/university full time","Employed - at work","Part time",0,0,519,60,0,0,0,555,0,0,10,0,220,0,74,0,0
20140111131680,2014,"New York","$75,000 to $99,999","Yes",17,"Male","White only","Not enrolled","Employed - at work","Part time",0,0,0,0,0,0,0,510,0,0,0,0,0,0,60,0,870
20140111131691,2014,"Arizona","$20,000 to $24,999","No",80,"Male","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,75,0,0,0,550,0,0,0,0,815,0,0,0,0
20140111131692,2014,"California","$100,000 to $149,999","Yes",41,"Female","Asian only","Not enrolled","Employed - at work","Full time",0,0,0,120,0,30,0,1051,0,30,25,0,150,0,34,0,0
20140111131708,2014,"Indiana","$40,000 to $49,999","No",60,"Female","White only","NIU (Not in universe)","Employed - at work","Full time",0,0,0,110,0,0,0,495,0,0,0,0,180,0,75,0,505
20140111131710,2014,"South Dakota","$50,000 to $59,999","No",66,"Male","White only","NIU (Not in universe)","Employed - at work","Full time",0,16,0,135,0,50,0,542,0,0,50,0,423,0,72,0,152
20140111131719,2014,"Washington","$12,500 to $14,999","No",23,"Female","White-American Indian","Not enrolled","Employed - at work","Full time",0,0,0,75,0,10,0,615,0,0,5,0,215,0,40,0,480
20140111131778,2014,"Colorado","$100,000 to $149,999","Yes",48,"Female","White only","Not enrolled","Employed - at work","Part time",60,0,0,150,0,220,0,510,0,0,30,0,120,60,110,180,0
20140111131811,2014,"Colorado","$50,000 to $59,999","No",71,"Female","White only","NIU (Not in universe)","Not in labor force","NIU (Not in universe)",0,0,0,210,0,120,0,590,0,0,0,0,160,120,0,240,0
