"state","fam_income","race","age","sex","emp","fullpart","work","travel","household","pcare","leisure","race.new","income.new"
"Washington","$150,000 and over","White only",44,"Female","Employed - absent","Full time",0,0,630,465,165,"White only","$100k+"
"New Jersey","$100,000 to $149,999","White only",48,"Male","Employed - at work","Full time",490,50,90,540,150,"White only","$100k+"
"California","$100,000 to $149,999","White only",43,"Male","Employed - at work","Full time",0,0,345,480,195,"White only","$100k+"
"Georgia","$60,000 to $74,999","Asian only",33,"Male","Employed - at work","Full time",50,65,0,540,560,"Asian only","$50k-$75k"
"Illinois","$100,000 to $149,999","White only",30,"Female","Employed - at work","Part time",210,85,65,690,60,"White only","$100k+"
"Massachusetts","$100,000 to $149,999","White only",33,"Female","Employed - at work","Full time",510,135,30,570,90,"White only","$100k+"
"Indiana","$100,000 to $149,999","White only",44,"Female","Employed - at work","Part time",0,125,60,660,200,"White only","$100k+"
"Ohio","$60,000 to $74,999","White only",34,"Female","Employed - at work","Full time",15,35,310,650,245,"White only","$50k-$75k"
"California","$100,000 to $149,999","Asian only",37,"Female","Employed - at work","Full time",460,80,15,510,160,"Asian only","$100k+"
"Texas","$15,000 to $19,999","White only",29,"Female","Employed - at work","Full time",0,62,48,708,362,"White only","Below $25k"
"Texas","$100,000 to $149,999","White only",32,"Male","Employed - at work","Full time",0,90,90,495,644,"White only","$100k+"
"Minnesota","$100,000 to $149,999","White only",40,"Female","Employed - at work","Part time",60,0,375,510,330,"White only","$100k+"
"Ohio","$60,000 to $74,999","White only",29,"Female","Employed - at work","Full time",0,30,480,550,120,"White only","$50k-$75k"
"Colorado","$75,000 to $99,999","White only",31,"Male","Employed - at work","Full time",475,60,60,480,90,"White only","$75k-$100k"
"Ohio","$75,000 to $99,999","White only",46,"Male","Employed - at work","Full time",1265,25,30,120,0,"White only","$75k-$100k"
"Arkansas","$60,000 to $74,999","White only",33,"Female","Employed - at work","Full time",470,120,165,475,140,"White only","$50k-$75k"
"Massachusetts","$75,000 to $99,999","White only",42,"Female","Employed - at work","Full time",520,40,100,540,0,"White only","$75k-$100k"
"Virginia","$100,000 to $149,999","White only",43,"Female","Employed - at work","Full time",765,115,20,415,120,"White only","$100k+"
"Michigan","$150,000 and over","White only",44,"Male","Employed - at work","Full time",0,85,60,590,200,"White only","$100k+"
"Wyoming","$35,000 to $39,999","White only",48,"Male","Employed - at work","Full time",5,118,160,515,572,"White only","$25k-$50k"
"South Carolina","$75,000 to $99,999","Black only",44,"Female","Employed - at work","Part time",500,30,84,420,386,"Black only","$75k-$100k"
"California","$60,000 to $74,999","White only",41,"Female","Employed - at work","Part time",0,60,105,705,405,"White only","$50k-$75k"
"Minnesota","$50,000 to $59,999","White only",29,"Male","Employed - at work","Full time",0,0,50,720,540,"White only","$50k-$75k"
"Utah","$60,000 to $74,999","White only",48,"Male","Employed - at work","Full time",0,10,60,740,420,"White only","$50k-$75k"
"Georgia","$75,000 to $99,999","White only",39,"Female","Employed - at work","Part time",0,30,455,655,235,"White only","$75k-$100k"
"New Hampshire","$50,000 to $59,999","White only",32,"Female","Employed - at work","Full time",440,60,115,510,160,"White only","$50k-$75k"
"Wisconsin","$50,000 to $59,999","White only",28,"Male","Employed - at work","Full time",560,92,0,588,89,"White only","$50k-$75k"
"California","$60,000 to $74,999","White only",43,"Male","Employed - at work","Full time",0,0,180,600,570,"White only","$50k-$75k"
"California","$7,500 to $9,999","White only",20,"Female","Employed - at work","Part time",0,124,45,600,601,"White only","Below $25k"
"Nebraska","$100,000 to $149,999","White only",32,"Female","Employed - at work","Full time",5,121,110,551,240,"White only","$100k+"
"Illinois","$150,000 and over","White only",15,"Male","Employed - at work","Part time",0,70,2,587,387,"White only","$100k+"
"New York","$100,000 to $149,999","White only",21,"Female","Employed - at work","Full time",440,45,70,525,315,"White only","$100k+"
"Missouri","$50,000 to $59,999","White only",48,"Female","Employed - at work","Full time",490,20,30,545,120,"White only","$50k-$75k"
"Nevada","$60,000 to $74,999","White only",26,"Female","Employed - at work","Part time",810,50,0,330,110,"White only","$50k-$75k"
"Ohio","$30,000 to $34,999","White only",33,"Male","Employed - at work","Full time",497,82,0,555,147,"White only","$25k-$50k"
"District of Columbia","$20,000 to $24,999","Black only",34,"Male","Employed - at work","Full time",535,34,0,480,165,"Black only","Below $25k"
"Virginia","Less than $5,000","White only",48,"Female","Employed - absent","Part time",0,0,31,594,750,"White only","Below $25k"
"Texas","$75,000 to $99,999","White only",49,"Male","Employed - at work","Full time",665,45,0,530,130,"White only","$75k-$100k"
"California","$35,000 to $39,999","White only",46,"Male","Employed - at work","Full time",0,65,175,710,70,"White only","$25k-$50k"
"Washington","$150,000 and over","White only",49,"Female","Employed - at work","Full time",540,50,60,595,150,"White only","$100k+"
"Florida","$20,000 to $24,999","White only",46,"Female","Employed - at work","Full time",0,60,95,745,250,"White only","Below $25k"
"Arizona","$75,000 to $99,999","American Indian, Alaskan Native",31,"Female","Employed - at work","Full time",615,50,85,465,75,"Mixed/Other","$75k-$100k"
"Georgia","$50,000 to $59,999","Black only",44,"Male","Employed - at work","Part time",0,50,150,735,310,"Black only","$50k-$75k"
"Indiana","$30,000 to $34,999","White only",27,"Male","Employed - at work","Full time",445,89,5,468,330,"White only","$25k-$50k"
"Texas","$150,000 and over","White only",48,"Female","Employed - at work","Full time",469,29,80,653,60,"White only","$100k+"
"Indiana","$75,000 to $99,999","White only",44,"Female","Employed - at work","Full time",0,277,5,540,375,"White only","$75k-$100k"
"Illinois","$75,000 to $99,999","White only",47,"Female","Employed - at work","Part time",0,50,553,605,60,"White only","$75k-$100k"
"Michigan","$75,000 to $99,999","White only",48,"Male","Employed - at work","Full time",0,82,120,490,598,"White only","$75k-$100k"
"New York","$40,000 to $49,999","White only",46,"Female","Employed - at work","Full time",0,0,350,720,330,"White only","$25k-$50k"
"Oregon","$30,000 to $34,999","White only",31,"Male","Employed - at work","Full time",0,60,50,990,230,"White only","$25k-$50k"
"New York","$30,000 to $34,999","White only",44,"Female","Employed - at work","Full time",470,145,80,405,175,"White only","$25k-$50k"
"Maryland","$75,000 to $99,999","White only",30,"Female","Employed - at work","Full time",0,80,175,610,290,"White only","$75k-$100k"
"Oregon","$15,000 to $19,999","White only",41,"Male","Employed - at work","Part time",0,0,75,780,540,"White only","Below $25k"
"California","$30,000 to $34,999","White only",40,"Female","Employed - at work","Part time",0,105,190,580,50,"White only","$25k-$50k"
"New York","$150,000 and over","White only",43,"Female","Employed - at work","Full time",355,70,32,623,0,"White only","$100k+"
"Minnesota","$150,000 and over","White only",43,"Female","Employed - at work","Full time",350,115,0,540,185,"White only","$100k+"
"Illinois","$10,000 to $12,499","White-Asian",31,"Male","Employed - at work","Full time",480,0,165,555,150,"Mixed/Other","Below $25k"
"Michigan","$60,000 to $74,999","White only",32,"Female","Employed - at work","Part time",0,60,180,720,285,"White only","$50k-$75k"
"Minnesota","$100,000 to $149,999","White only",37,"Female","Employed - at work","Full time",0,0,242,570,120,"White only","$100k+"
"North Carolina","$40,000 to $49,999","White only",38,"Female","Employed - at work","Full time",520,40,25,470,160,"White only","$25k-$50k"
"Wisconsin","$100,000 to $149,999","White only",16,"Female","Employed - at work","Part time",0,70,0,580,0,"White only","$100k+"
"Michigan","$50,000 to $59,999","White only",17,"Male","Employed - at work","Part time",0,185,120,628,388,"White only","$50k-$75k"
"California","$30,000 to $34,999","Asian only",48,"Male","Employed - at work","Full time",470,75,10,510,150,"Asian only","$25k-$50k"
"Michigan","$30,000 to $34,999","Black only",26,"Male","Employed - at work","Full time",80,64,52,630,240,"Black only","$25k-$50k"
"Virginia","$40,000 to $49,999","White only",25,"Female","Employed - at work","Full time",450,137,30,420,298,"White only","$25k-$50k"
"Ohio","$50,000 to $59,999","White only",36,"Male","Employed - at work","Full time",250,135,5,515,284,"White only","$50k-$75k"
"Louisiana","$100,000 to $149,999","White only",49,"Female","Employed - at work","Full time",470,86,25,470,100,"White only","$100k+"
"Florida","$40,000 to $49,999","White only",26,"Male","Employed - at work","Full time",0,18,0,669,711,"White only","$25k-$50k"
"California","$40,000 to $49,999","Asian only",46,"Female","Employed - at work","Full time",0,95,195,480,405,"Asian only","$25k-$50k"
"New York","$30,000 to $34,999","White only",42,"Female","Employed - at work","Part time",0,225,400,435,110,"White only","$25k-$50k"
"Virginia","$60,000 to $74,999","Black only",41,"Male","Employed - at work","Full time",0,20,20,545,585,"Black only","$50k-$75k"
"New York","$150,000 and over","White only",47,"Female","Employed - at work","Full time",90,13,140,580,437,"White only","$100k+"
"Indiana","$75,000 to $99,999","White only",41,"Male","Employed - at work","Full time",25,64,305,630,360,"White only","$75k-$100k"
"Texas","$50,000 to $59,999","White only",19,"Female","Employed - at work","Part time",225,90,225,750,0,"White only","$50k-$75k"
"North Carolina","$150,000 and over","Black only",38,"Female","Employed - at work","Full time",0,135,195,625,290,"Black only","$100k+"
"Utah","$60,000 to $74,999","White only",34,"Male","Employed - at work","Full time",490,60,0,540,270,"White only","$50k-$75k"
"New York","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",510,0,45,540,165,"White only","$100k+"
"Georgia","$50,000 to $59,999","White only",37,"Female","Employed - at work","Full time",495,156,10,500,124,"White only","$50k-$75k"
"Illinois","$150,000 and over","White only",47,"Female","Employed - at work","Full time",530,65,65,480,205,"White only","$100k+"
"Wisconsin","$5,000 to $7,499","White only",22,"Male","Employed - at work","Part time",380,10,0,855,180,"White only","Below $25k"
"Texas","$40,000 to $49,999","White only",35,"Male","Employed - at work","Full time",800,30,0,460,60,"White only","$25k-$50k"
"North Carolina","Less than $5,000","Black only",23,"Male","Employed - at work","Part time",345,60,0,90,945,"Black only","Below $25k"
"Kansas","$75,000 to $99,999","White only",28,"Male","Employed - at work","Full time",460,50,40,565,265,"White only","$75k-$100k"
"Utah","$75,000 to $99,999","White only",32,"Male","Employed - at work","Full time",555,16,10,460,324,"White only","$75k-$100k"
"Pennsylvania","$100,000 to $149,999","White only",45,"Male","Employed - at work","Full time",553,52,50,515,215,"White only","$100k+"
"Georgia","$30,000 to $34,999","White only",31,"Male","Employed - at work","Full time",554,55,72,350,234,"White only","$25k-$50k"
"Illinois","$75,000 to $99,999","Asian only",32,"Male","Employed - at work","Full time",420,4,0,658,238,"Asian only","$75k-$100k"
"Maine","$100,000 to $149,999","White only",47,"Female","Employed - at work","Full time",0,83,25,637,390,"White only","$100k+"
"Oregon","$60,000 to $74,999","White only",44,"Male","Employed - at work","Full time",0,44,132,630,509,"White only","$50k-$75k"
"Maryland","$100,000 to $149,999","White only",33,"Male","Employed - at work","Full time",5,15,10,650,560,"White only","$100k+"
"Ohio","$60,000 to $74,999","White only",39,"Male","Employed - at work","Full time",0,0,110,645,415,"White only","$50k-$75k"
"Rhode Island","$100,000 to $149,999","White only",34,"Female","Employed - at work","Full time",130,55,70,660,330,"White only","$100k+"
"Georgia","$60,000 to $74,999","White only",27,"Male","Employed - at work","Full time",0,30,135,750,525,"White only","$50k-$75k"
"Kentucky","$50,000 to $59,999","Black only",35,"Male","Employed - at work","Full time",0,85,0,510,400,"Black only","$50k-$75k"
"Minnesota","$30,000 to $34,999","Asian only",32,"Female","Employed - at work","Part time",0,70,0,780,80,"Asian only","$25k-$50k"
"Ohio","$75,000 to $99,999","White only",47,"Male","Employed - at work","Full time",0,50,52,585,323,"White only","$75k-$100k"
"Kentucky","$100,000 to $149,999","White only",35,"Male","Employed - at work","Full time",65,40,10,495,430,"White only","$100k+"
"Pennsylvania","$150,000 and over","White only",48,"Female","Employed - at work","Full time",0,50,175,660,120,"White only","$100k+"
"Michigan","$30,000 to $34,999","Black only",24,"Female","Employed - at work","Full time",0,0,150,625,540,"Black only","$25k-$50k"
"Florida","$40,000 to $49,999","White only",39,"Male","Employed - at work","Full time",555,57,87,495,166,"White only","$25k-$50k"
"Indiana","$150,000 and over","White only",39,"Female","Employed - at work","Full time",378,155,30,545,20,"White only","$100k+"
"California","$30,000 to $34,999","White only",47,"Female","Employed - at work","Part time",345,47,120,585,143,"White only","$25k-$50k"
"Missouri","$10,000 to $12,499","White only",28,"Male","Employed - at work","Full time",680,95,15,395,120,"White only","Below $25k"
"California","Less than $5,000","White only",23,"Male","Employed - at work","Full time",0,60,270,600,230,"White only","Below $25k"
"Virginia","$30,000 to $34,999","White only",29,"Female","Employed - at work","Full time",0,100,20,510,290,"White only","$25k-$50k"
"Pennsylvania","$20,000 to $24,999","White only",41,"Female","Employed - at work","Full time",465,60,190,450,125,"White only","Below $25k"
"Maryland","$150,000 and over","White only",39,"Male","Employed - at work","Full time",520,50,0,480,210,"White only","$100k+"
