state,fam_income,race,age,sex,emp,fullpart,work,travel,household,pcare,leisure
California,"$40,000 to $49,999",Asian only,46,Female,Employed - at work,Full time,0,95,195,480,405
New York,"$30,000 to $34,999",White only,42,Female,Employed - at work,Part time,0,225,400,435,110
Virginia,"$60,000 to $74,999",Black only,41,Male,Employed - at work,Full time,0,20,20,545,585
New York,"$150,000 and over",White only,47,Female,Employed - at work,Full time,90,13,140,580,437
Indiana,"$75,000 to $99,999",White only,41,Male,Employed - at work,Full time,25,64,305,630,360
Texas,"$50,000 to $59,999",White only,19,Female,Employed - at work,Part time,225,90,225,750,0
North Carolina,"$150,000 and over",Black only,38,Female,Employed - at work,Full time,0,135,195,625,290
Utah,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,490,60,0,540,270
New York,"$100,000 to $149,999",White only,46,Male,Employed - at work,Full time,510,0,45,540,165
Georgia,"$50,000 to $59,999",White only,37,Female,Employed - at work,Full time,495,156,10,500,124
Illinois,"$150,000 and over",White only,47,Female,Employed - at work,Full time,530,65,65,480,205
Wisconsin,"$5,000 to $7,499",White only,22,Male,Employed - at work,Part time,380,10,0,855,180
Texas,"$40,000 to $49,999",White only,35,Male,Employed - at work,Full time,800,30,0,460,60
North Carolina,"Less than $5,000",Black only,23,Male,Employed - at work,Part time,345,60,0,90,945
Kansas,"$75,000 to $99,999",White only,28,Male,Employed - at work,Full time,460,50,40,565,265
Utah,"$75,000 to $99,999",White only,32,Male,Employed - at work,Full time,555,16,10,460,324
Pennsylvania,"$100,000 to $149,999",White only,45,Male,Employed - at work,Full time,553,52,50,515,215
Georgia,"$30,000 to $34,999",White only,31,Male,Employed - at work,Full time,554,55,72,350,234
Illinois,"$75,000 to $99,999",Asian only,32,Male,Employed - at work,Full time,420,4,0,658,238
Maine,"$100,000 to $149,999",White only,47,Female,Employed - at work,Full time,0,83,25,637,390
Oregon,"$60,000 to $74,999",White only,44,Male,Employed - at work,Full time,0,44,132,630,509
Maryland,"$100,000 to $149,999",White only,33,Male,Employed - at work,Full time,5,15,10,650,560
Ohio,"$60,000 to $74,999",White only,39,Male,Employed - at work,Full time,0,0,110,645,415
Rhode Island,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,130,55,70,660,330
Georgia,"$60,000 to $74,999",White only,27,Male,Employed - at work,Full time,0,30,135,750,525
Kentucky,"$50,000 to $59,999",Black only,35,Male,Employed - at work,Full time,0,85,0,510,400
Minnesota,"$30,000 to $34,999",Asian only,32,Female,Employed - at work,Part time,0,70,0,780,80
Ohio,"$75,000 to $99,999",White only,47,Male,Employed - at work,Full time,0,50,52,585,323
Kentucky,"$100,000 to $149,999",White only,35,Male,Employed - at work,Full time,65,40,10,495,430
Pennsylvania,"$150,000 and over",White only,48,Female,Employed - at work,Full time,0,50,175,660,120
Michigan,"$30,000 to $34,999",Black only,24,Female,Employed - at work,Full time,0,0,150,625,540
Florida,"$40,000 to $49,999",White only,39,Male,Employed - at work,Full time,555,57,87,495,166
Indiana,"$150,000 and over",White only,39,Female,Employed - at work,Full time,378,155,30,545,20
California,"$30,000 to $34,999",White only,47,Female,Employed - at work,Part time,345,47,120,585,143
Missouri,"$10,000 to $12,499",White only,28,Male,Employed - at work,Full time,680,95,15,395,120
California,"Less than $5,000",White only,23,Male,Employed - at work,Full time,0,60,270,600,230
Virginia,"$30,000 to $34,999",White only,29,Female,Employed - at work,Full time,0,100,20,510,290
Pennsylvania,"$20,000 to $24,999",White only,41,Female,Employed - at work,Full time,465,60,190,450,125
Maryland,"$150,000 and over",White only,39,Male,Employed - at work,Full time,520,50,0,480,210
Minnesota,"$100,000 to $149,999",White only,46,Female,Employed - at work,Full time,60,285,10,460,60
Massachusetts,"$75,000 to $99,999",White only,32,Female,Employed - at work,Full time,20,74,165,705,335
Alabama,"$50,000 to $59,999",White only,24,Male,Employed - at work,Part time,315,70,0,570,445
New York,"$50,000 to $59,999",White only,32,Female,Employed - at work,Full time,0,95,20,510,428
Nevada,"$25,000 to $29,999",White only,23,Male,Employed - at work,Full time,0,65,0,600,665
Florida,"$40,000 to $49,999",White only,34,Male,Employed - at work,Full time,1200,30,15,165,30
Nevada,"$40,000 to $49,999",White only,21,Female,Employed - at work,Full time,515,70,30,530,180
Kansas,"$150,000 and over",White only,41,Female,Employed - at work,Full time,0,30,335,540,210
Oregon,"$150,000 and over",White only,41,Female,Employed - at work,Part time,260,35,50,555,30
Vermont,"$60,000 to $74,999",White only,44,Male,Employed - at work,Part time,685,140,0,485,30
Virginia,"$150,000 and over",White only,42,Male,Employed - at work,Full time,150,10,195,645,350
Minnesota,"$75,000 to $99,999",White only,35,Female,Employed - at work,Full time,375,240,20,515,180
California,"$100,000 to $149,999",White only,34,Male,Employed - at work,Full time,0,40,330,615,320
New Jersey,"$100,000 to $149,999",White only,35,Male,Employed - at work,Full time,950,10,0,405,0
Delaware,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,450,60,60,660,190
Montana,"$20,000 to $24,999",White only,36,Male,Employed - at work,Part time,0,10,105,720,320
New York,"$30,000 to $34,999",White only,33,Female,Employed - at work,Full time,0,0,60,660,700
Vermont,"$50,000 to $59,999",White only,41,Female,Employed - at work,Full time,683,0,27,550,140
Minnesota,"$30,000 to $34,999",White only,37,Female,Employed - at work,Full time,0,40,30,690,330
Indiana,"$40,000 to $49,999",White only,15,Male,Employed - at work,Part time,0,54,0,580,361
Minnesota,"$25,000 to $29,999",Asian only,46,Female,Employed - at work,Full time,0,114,290,559,90
Texas,"$20,000 to $24,999",White only,28,Male,Employed - at work,Full time,0,120,150,465,90
Colorado,"$75,000 to $99,999",White only,17,Female,Employed - at work,Part time,0,10,10,780,194
Nevada,"$40,000 to $49,999",White only,46,Female,Employed - at work,Full time,0,20,225,665,225
California,"$150,000 and over",White only,40,Female,Employed - at work,Full time,20,85,0,840,340
Tennessee,"$50,000 to $59,999",White only,42,Female,Employed - at work,Full time,360,85,163,560,245
Massachusetts,"$100,000 to $149,999",White only,37,Male,Employed - at work,Full time,90,137,30,500,430
Ohio,"$100,000 to $149,999",White only,48,Female,Employed - at work,Part time,595,75,110,540,60
California,"$15,000 to $19,999",White only,26,Female,Employed - at work,Part time,0,20,150,620,405
California,"$100,000 to $149,999",Hawaiian Pacific Islander only,37,Male,Employed - at work,Full time,60,182,135,338,225
Virginia,"$150,000 and over",White only,43,Female,Employed - at work,Full time,0,54,120,660,294
Massachusetts,"$100,000 to $149,999",White only,39,Female,Employed - at work,Full time,0,80,260,550,360
Illinois,"$60,000 to $74,999",White only,30,Male,Employed - at work,Full time,0,10,170,465,130
Iowa,"$75,000 to $99,999",White only,31,Male,Employed - at work,Full time,0,34,0,583,465
Florida,"$75,000 to $99,999",Black only,34,Female,Employed - at work,Full time,90,40,125,680,160
New York,"$10,000 to $12,499",Black only,31,Female,Employed - at work,Full time,240,40,135,640,210
Florida,"$60,000 to $74,999",White only,46,Female,Employed - at work,Full time,0,170,65,645,325
Iowa,"$75,000 to $99,999",White only,29,Female,Employed - at work,Full time,545,100,32,440,140
New York,"$100,000 to $149,999",Black only,34,Male,Employed - at work,Full time,870,60,0,435,30
California,"$50,000 to $59,999",White only,36,Female,Employed - at work,Full time,0,35,60,720,480
Kentucky,"$10,000 to $12,499",Black only,38,Female,Employed - at work,Full time,295,45,0,510,550
Illinois,"$25,000 to $29,999",White only,19,Female,Employed - at work,Full time,430,135,0,420,450
Illinois,"$75,000 to $99,999",White only,46,Male,Employed - at work,Full time,20,45,95,600,60
California,"$150,000 and over",Asian only,39,Male,Employed - at work,Full time,0,100,120,630,300
Texas,"$40,000 to $49,999",White only,28,Male,Employed - at work,Full time,0,60,380,715,180
Texas,"$150,000 and over",White only,47,Male,Employed - at work,Full time,90,70,0,485,652
New Jersey,"$15,000 to $19,999",White only,30,Male,Employed - at work,Full time,30,80,65,630,305
Maryland,"$15,000 to $19,999",White-Black,24,Female,Employed - at work,Part time,0,279,21,625,403
Colorado,"$150,000 and over",Asian only,45,Female,Employed - at work,Full time,500,85,60,608,70
District of Columbia,"$35,000 to $39,999",White only,38,Male,Employed - at work,Full time,0,95,0,660,335
Washington,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,592,100,77,456,145
Florida,"$150,000 and over",White only,38,Male,Employed - at work,Full time,30,181,120,587,120
California,"$75,000 to $99,999",White only,39,Female,Employed - at work,Full time,0,200,140,540,345
Washington,"$100,000 to $149,999",White only,38,Female,Employed - at work,Full time,0,20,15,735,605
Maryland,"$40,000 to $49,999",White only,29,Female,Employed - at work,Full time,480,90,35,540,170
Iowa,"$75,000 to $99,999",White only,25,Female,Employed - at work,Full time,0,156,170,600,154
California,"$150,000 and over",Asian only,41,Male,Employed - at work,Full time,480,90,15,545,100
Minnesota,"$60,000 to $74,999",White only,26,Female,Employed - at work,Full time,488,20,105,510,90
Texas,"$40,000 to $49,999",White only,29,Male,Employed - at work,Full time,350,108,103,425,186
New York,"$25,000 to $29,999",White only,47,Female,Employed - at work,Full time,635,30,5,625,35
Georgia,"$40,000 to $49,999",White only,21,Male,Employed - at work,Part time,480,50,0,760,0
Florida,"$30,000 to $34,999",White only,41,Male,Employed - at work,Full time,0,10,165,605,630
Tennessee,"$100,000 to $149,999",White only,24,Male,Employed - absent,Full time,235,110,0,530,550
New Hampshire,"$40,000 to $49,999",White only,37,Female,Employed - at work,Full time,0,6,135,572,30
Wisconsin,"$100,000 to $149,999",White only,40,Female,Employed - at work,Full time,0,105,30,900,90
Michigan,"$20,000 to $24,999",White only,45,Female,Employed - at work,Full time,854,20,0,555,0
Texas,"$50,000 to $59,999",White only,40,Male,Employed - at work,Full time,0,145,240,590,120
Illinois,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,0,120,180,525,230
New Jersey,"$35,000 to $39,999",Black only,32,Female,Employed - at work,Full time,0,70,30,690,550
Virginia,"$150,000 and over",White only,42,Female,Employed - at work,Full time,380,40,50,540,215
Ohio,"Less than $5,000",Black only,20,Male,Employed - at work,Part time,0,90,0,545,615
Ohio,"$35,000 to $39,999",White only,28,Female,Employed - at work,Full time,0,80,0,725,635
New Jersey,"$35,000 to $39,999",White only,43,Female,Employed - at work,Part time,330,45,60,570,370
Washington,"$150,000 and over",White only,45,Female,Employed - at work,Full time,120,115,55,600,460
Wisconsin,"$10,000 to $12,499",Black only,47,Male,Employed - at work,Full time,440,50,0,235,700
Minnesota,"$40,000 to $49,999",White only,49,Male,Employed - at work,Full time,0,10,120,720,515
Texas,"$75,000 to $99,999",White only,35,Male,Employed - at work,Full time,450,110,0,615,210
Virginia,"$150,000 and over",White only,46,Female,Employed - at work,Full time,435,52,140,475,60
New Jersey,"$12,500 to $14,999",White only,47,Male,Employed - at work,Full time,449,24,105,570,232
Florida,"$25,000 to $29,999",Black only,45,Female,Employed - at work,Full time,0,104,30,570,345
Illinois,"$60,000 to $74,999",White only,46,Female,Employed - at work,Full time,505,56,21,510,195
New York,"$60,000 to $74,999",White only,28,Female,Employed - at work,Full time,15,65,0,525,815
Arizona,"$20,000 to $24,999",White only,37,Female,Employed - at work,Full time,120,20,145,775,315
West Virginia,"$40,000 to $49,999",White only,34,Male,Employed - at work,Full time,0,0,210,495,680
Massachusetts,"$100,000 to $149,999",White only,39,Female,Employed - at work,Full time,0,10,183,474,372
Hawaii,"$150,000 and over",White only,40,Male,Employed - at work,Full time,0,80,64,510,733
Missouri,"$100,000 to $149,999",White only,48,Female,Employed - at work,Full time,0,165,545,60,250
Maryland,"$75,000 to $99,999",Asian only,46,Male,Employed - at work,Full time,30,42,65,420,445
Nevada,"$75,000 to $99,999",White only,38,Female,Employed - at work,Part time,0,0,300,650,390
Massachusetts,"$100,000 to $149,999",Black only,40,Male,Employed - at work,Full time,0,20,255,533,410
Maryland,"$75,000 to $99,999",Black only,42,Male,Employed - at work,Full time,0,140,0,540,390
District of Columbia,"$75,000 to $99,999",White only,38,Female,Employed - at work,Full time,0,60,170,770,420
Colorado,"$60,000 to $74,999",White only,35,Male,Employed - at work,Full time,0,0,147,615,360
Florida,"$35,000 to $39,999",White only,40,Male,Employed - at work,Full time,0,205,225,675,100
Texas,"$40,000 to $49,999",White only,47,Female,Employed - at work,Full time,10,0,140,615,630
Massachusetts,"$25,000 to $29,999",White only,48,Male,Employed - at work,Full time,0,40,15,650,300
South Carolina,"$150,000 and over",White only,46,Female,Employed - at work,Part time,525,70,105,345,150
Hawaii,"$7,500 to $9,999",Asian only,35,Female,Employed - at work,Full time,460,40,45,585,239
New Mexico,"$40,000 to $49,999",White only,47,Male,Employed - at work,Full time,675,60,0,480,210
Georgia,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,425,130,25,620,185
Kentucky,"$50,000 to $59,999",White only,38,Male,Employed - at work,Full time,552,124,2,285,312
California,"$35,000 to $39,999",Asian only,32,Female,Employed - at work,Full time,480,130,60,590,45
Utah,"$150,000 and over",White only,26,Female,Employed - at work,Part time,0,4,0,705,184
California,"$20,000 to $24,999",Asian only,42,Female,Employed - absent,Full time,0,0,55,875,180
Pennsylvania,"$35,000 to $39,999",White only,49,Female,Employed - at work,Full time,625,40,20,500,45
Iowa,"$50,000 to $59,999",White only,34,Female,Employed - at work,Full time,360,200,60,302,265
Illinois,"$100,000 to $149,999",White only,39,Male,Employed - at work,Full time,0,177,10,695,320
Virginia,"$60,000 to $74,999",White only,37,Male,Employed - at work,Full time,725,30,170,355,45
New York,"$100,000 to $149,999",White only,25,Female,Employed - at work,Full time,440,60,40,725,95
South Carolina,"$15,000 to $19,999",White only,40,Female,Employed - at work,Full time,0,10,465,600,330
Rhode Island,"$150,000 and over",White only,40,Female,Employed - at work,Full time,655,10,50,540,115
Maine,"$30,000 to $34,999",White only,41,Female,Employed - at work,Full time,270,55,240,695,120
California,"$60,000 to $74,999",White only,35,Male,Employed - at work,Full time,615,55,60,510,75
Pennsylvania,"$40,000 to $49,999",Black only,42,Female,Employed - at work,Full time,0,0,20,780,625
Oregon,"$25,000 to $29,999",White only,28,Male,Employed - at work,Full time,488,152,0,500,75
Texas,"$10,000 to $12,499",White only,23,Female,Employed - at work,Full time,0,176,250,480,439
Washington,"$150,000 and over",White only,17,Male,Employed - absent,Part time,0,315,0,555,480
